location_tag,raw_material
lombok,lumber
ilimo,coffee
pati,fish
pangnirtung,ivory
livno,livestock
buandig,fish
aslan_horod,fish
uyskoye,goods_gold
todgha,goods_gold
moster,marble
tarnogsky_gorodok,wheat
laholm,fish
bar_sur_aube,wheat
yunyang,lumber
sayula,tobacco
aleria,fish
bauge,fruit
jumilla,wine
kamashikamach,wild_game
kaotia,legumes
hanawa,beeswax
malandog,copper
medrissa,wool
urambo,lumber
aillik,fur
kaapor,fish
masantu,lumber
horodok,wool
kvikkjock,fur
tambov,livestock
xalapan,goods_gold
perelyub,horses
dobrolak,livestock
xingning,rice
kaditshwene,fruit
gaamiskwaabikaang,lumber
bajaur,wool
lebork,fish
rohat_kermen,wool
khulm,horses
tethul,wild_game
peoria,maize
apinji,livestock
novoanninsky,livestock
guangping,wheat
minqing,sugar
gurbillup,fish
catucto,lumber
vazhiny,wild_game
igumbi_andele,fish
cowal,lumber
keren,beeswax
wit_anowi_yohe,wild_game
boyena_qara,livestock
paiwan,fish
zagya,wild_game
kovda,lumber
silivri,wool
baimaguan,wild_game
kautokeino,wild_game
gualeguas,maize
pucheng_jianning,rice
digne,alum
lehigh,wild_game
dawlat_abad,wool
schwabach,millet
dzingcho,lumber
huajuapan,gems
piran_i_kaliyar,legumes
hatchie,fruit
yanrakynnot,ivory
pangi,livestock
koban,lumber
taizhou_jurchen,horses
natuna_islands,fish
santa_luzia,goods_gold
sabina,fruit
hoifa,horses
sakai_riau,lumber
kassala,livestock
enijo,fish
daet,cotton
sveg,lumber
kursk,millet
xonuu,fur
minusinsk,lumber
mongomo,wild_game
kesra,legumes
bechar,fruit
laayoune,fruit
fulaga_atoll,lumber
yautepec,silver
schio,lumber
mara_india,fruit
nyani,millet
sora,beeswax
sosnovy_ostrov,livestock
voyampolka,fish
resko,lumber
vozhega,lumber
gerace,lead
ebersberg,wild_game
artyk,goods_gold
matandang_nayon,fish
namalata,millet
boryspil,wheat
romans,wine
kuressaare,wheat
yuanling,rice
baran,silk
al_madar,fiber_crops
gorzow,wool
kaihua,lumber
herzberg,copper
yuanmou,cotton
yongchuan,pepper
tibati,lumber
bajdah,fruit
silkari,fish
tataouine,livestock
taunton,fruit
ostrovo,livestock
zaghouan,livestock
yaquimo,medicaments
hoxter,wheat
meleuz,horses
doh_kromum,livestock
pawir,cotton
nepahalla,wild_game
imakia,livestock
feriana,legumes
xiriquitzio,legumes
ulla,wild_game
siriono,wild_game
dingwall,wild_game
kazhma,fur
tanjung_palas,cloves
nehru,fur
kisikkamys,beeswax
shifang,livestock
millau,alum
tomina,lumber
tourougoumbe,livestock
okehampton,tin
nunatonowago,lumber
bely,wheat
wapikisko,legumes
escoria,fruit
east_makhuwa,lumber
mangarin,lumber
hanle,livestock
chayopin,lumber
baini,rice
vordingborg,wheat
fanchang,fish
modokni,lumber
sirjan,copper
mosco,maize
wieliczka,salt
malinithan,rice
garoumale,livestock
plasencia,iron
izumi_satsuma,legumes
coevorden,livestock
rustavi,legumes
kvenipnevi,lumber
kasserine,livestock
higashikubiki,salt
chengzhou,fur
nuka,stone
dunhallow,horses
tokkuztara,legumes
tarki,livestock
pagatan,fish
kasa,fish
koksar,wool
bakulabe,wild_game
biskra,fiber_crops
arac,clay
arcot,livestock
morkoka,wild_game
yeruda,fur
quynh_lam,fish
ukasikalik,wild_game
pikwakanagan,wild_game
ubangi,ivory
heinola,fur
mayapan,cotton
ta_an,wild_game
siskiyou,fur
villmanstrand,fish
montblanc,alum
este,wheat
toaripi,sand
jiangjin,fish
omerkot,wool
nunainguk,fish
auwe,fruit
wargamaygan,millet
kuruman,copper
dubai,pearls
kuusamo,lumber
nuzvid,cotton
mawqaq,wheat
itarare,lumber
eminabad,legumes
kuku,wheat
mende,lead
shuitejiang,rice
malyy_uran,livestock
avaes,maize
fariman,wool
zakroczym,wild_game
shindand,rice
sansevero,wine
dingan,lumber
vic_le_comte,lumber
madas,cotton
jinjam,tea
mueng_thoen,lumber
omusee,lumber
dangcheng,stone
oddernes,fish
taleqan,salt
yuanyang,rice
anelo,fiber_crops
vyshny_volochyok,millet
ostashkov,stone
akou,salt
nishikanbara,beeswax
qalat_ghilji,rice
peribonka,wild_game
bayankhot,millet
nam_thing,legumes
rautavaara,fish
mike,fish
shwegu,clay
nijmegen,wheat
ningling,rice
pudtol,lumber
hlahlandlela,tin
wandjiwalgu,silver
etain,millet
djalendi,fiber_crops
kwajalein_atoll,lumber
eiland,salt
bost,fruit
moehe_yoe,wild_game
cape_race,fish
ichitki,salt
siberia_kuytun,fur
devakottai,clay
pordenone,lumber
toamasina,lumber
coste,pearls
suwalki,wheat
yartsevo,millet
coiracoentanon,legumes
mozhino,lumber
as_sulaymi,livestock
taining,lumber
manatara,legumes
upyte,fur
clogher,fiber_crops
mir_garh_qila,sand
hualahuises,livestock
mychesk,wheat
bezopasnoye,wool
east_ongamo,salt
bordowa,clay
kaharlyk,amber
maragheh,wheat
cangas,livestock
labiau,fish
allakaket,fur
taolambiby,sugar
kittila,fur
fenxi,clay
kenhionatatie,legumes
shishgarh,elephants
sihui,fruit
saveh,wool
guixin,clay
wabasca,fur
zula,pearls
shaoyang,lumber
quiahuixtlan,maize
viannos,iron
dayong,livestock
kosi,millet
matanuska,wild_game
trzebnica,iron
macheng,horses
maduranthakam,fish
guohuo,fish
borazjan,salt
tinago,millet
medawachchiya,rice
minamimuro,lumber
okotoks,wild_game
pedroche,livestock
shenandoah,lumber
annaburg,legumes
hont,silver
baripada,elephants
kuben_kran_ken,wild_game
upaon_acu,fish
cuhea,stone
namgyeong,legumes
lusta,fruit
ekholm,legumes
drangtse,wild_game
sodertalje,clay
thingvellir,wool
kawkaban,iron
chijin,livestock
lingketeng,fish
kangule,wild_game
oksu,wild_game
chahar,beeswax
exuma,wild_game
mistango,fur
badozhsky,lumber
muriae,wild_game
dijkot,wheat
unye,lumber
fominichi,lumber
bozhenitsa,wool
hitchiti,maize
yulin_datong,livestock
chaumont,wheat
ikjan,wool
kwakanyesha,lumber
nodaway,medicaments
akureyri,lumber
thouars,wool
savona,olives
haradok,fur
nanghaer,fur
oki,fish
lumphat,gems
surabaya,rice
motal,iron
xiayi,wheat
merta,silver
al_laghfiyyah,fruit
mbunga,millet
orambul,fruit
jaisalmer,marble
baliisshe_aashe,maize
castrovillari,lumber
tutuila,fish
burica,legumes
bitlis,wool
al_ajfar,wheat
starodub_on_the_klyazma,wild_game
perth,pearls
delinde,fish
ballia,legumes
utina,lumber
shchuchye,wild_game
calais,wheat
loango,livestock
wycombe,wheat
pribuzh,clay
gyamda,wild_game
peronne,legumes
hajner,wheat
kuitonga,fiber_crops
shrewsbury,wild_game
anka,ivory
savonranta,lumber
kysmyci,wool
penobscot,wild_game
wittenberge,wool
xicotepec,legumes
nakajima,rice
cadiz,salt
nanping,livestock
nain,silver
tordesillas,wheat
zarafshan,wild_game
biger,livestock
lado,beeswax
oohkoi_yohe,wild_game
chaira,lumber
damzhung,livestock
mepenes,cotton
woccon,tobacco
yuru,sugar
talmas_ata,livestock
barundji,copper
te_tai_aorere,lumber
clonmel,livestock
srok_khleang,rice
ketik_kala,fish
binalbagan,fish
manacor,wine
luocheng,wild_game
grindsted,sand
prasat_thong_lang,rice
al_hufayrah,fruit
hong_chau,fruit
khash_sistan,legumes
bondo,lumber
roznava,stone
saint_anthony,marble
yahualican,medicaments
srednekolymsk,wild_game
ebejico,copper
wardaman,wild_game
shicheng,rice
berbela,lumber
samburu,livestock
soltaniyeh,silk
sarlawuk,wool
miedzyrzecz,legumes
sambo,wild_game
sorokogne,livestock
tescuntee,maize
kuwabara,rice
rongxian,lumber
raskam,stone
saint_avold,copper
kaithal,cotton
kota,iron
abengourou,saffron
evur,fiber_crops
palma_del_rio,wine
stavropol,wool
ariano,livestock
alarcon,livestock
zhengping,livestock
straupe,fiber_crops
na_isha,lumber
guaratingueta,lumber
catak,livestock
delhi,wheat
takbanuao,wild_game
karpokhar,wheat
coweta,lumber
fahraj_narmashir,fruit
nedong,wool
tengchen,livestock
chibango,fruit
kwini,millet
malaya_serdoba,horses
damoh,wheat
canterbury,salt
humbokado,silver
geumseong,lumber
baroda,rice
ad_dughmiyah,wheat
tavira,tin
coria,horses
barasuru,wild_game
chandravati,livestock
taman,fish
buriram,wild_game
mahpahpahazhhah,wild_game
halshany,medicaments
xicochimalco,maize
otuques,wild_game
mbai_yuru,medicaments
agadir,wheat
volosovskaya,fur
viborg,wheat
belzig,sand
notse,livestock
napinaica,gems
tsimanandrafozana,rice
boromo,millet
tahert,clay
sechenovo,lumber
neva,fish
kaaguy_jehasapa,wild_game
ali_sabieh,fruit
mandandanji,livestock
weiyuan_lintao,livestock
bukov,wool
luoshan,wine
lho_taklung,wool
namaro,rice
ribat_ushturan,wild_game
jilibulake,wild_game
baidrag,goods_gold
enontakis,lumber
palermo,sugar
anew,fruit
muar,lumber
mori_celebes,copper
pontarlier,wheat
saravan,wool
paide,wild_game
ahar,cotton
vingur,fish
omuskira,wheat
yucheng,wheat
majiri,livestock
meda,wine
tepactitlan,chili
portishead,wool
loja,legumes
tomini,lumber
radaa,medicaments
trotsang,livestock
ocanga,lumber
darwar,incense
zalon_taung,gems
waswanipi,fur
arges,stone
jativa,marble
povazska_bystrica,stone
tucumcari,wild_game
zhuyang,wild_game
jundiai,lumber
palu,wool
anxi_dingzhou,legumes
sunam,cotton
chana,maize
kiriras,lumber
watappo,fish
aduma,lumber
wellington,fish
sredets,legumes
trebon,fish
merv,silk
al_majmaah,livestock
rask,wool
chagai,salt
batang_tembesi,lumber
sangage,fish
akkus,wild_game
ado_ekiti,legumes
nogamsig,lumber
red_rock,wild_game
fuwa,sugar
enchukamao,lumber
muskiki,wild_game
mughayra,livestock
zanatepec,cocoa
mukur,fish
chinquetana,stone
vembar,pepper
gumbaynggirr,wild_game
xihe_huizhou,lumber
borovsk,millet
skopin,livestock
soalara,fruit
wiesbaden,medicaments
segbwema,saffron
malartic,wild_game
xiangning,wild_game
coremas,legumes
templin,wild_game
aspa,copper
elounda,fish
torshavn,fish
zaragoza,saffron
shiveh,iron
deliktash,livestock
asakura,clay
erenkhot,livestock
xingtai,livestock
ahobalam,dyes
sankina,lumber
gargando,livestock
bigambul,stone
pithapuram,saltpeter
araripocone,legumes
takano,rice
tapuios,fish
gemer,fruit
hubli,millet
kawahib,medicaments
erigavo,beeswax
perpignan,wine
savar,millet
juru_hoton,fiber_crops
metzquititlan,maize
sirdan,livestock
suining,rice
upper_nioman,lumber
aybas,livestock
ashtabula,maize
in_gall,salt
gdov,fiber_crops
east_hehe,millet
ulakhan_an,wild_game
namtso_doring,salt
kawawasukutisich,wild_game
nayarit,beeswax
guato,beeswax
akwe,legumes
huancapampa,silver
mazar_tagh,sand
kaua_i,fruit
chicchoc,lumber
bar_cg,olives
otzoya,stone
mo_ohta_vo_honaaeva,stone
sumgut_vosh,fur
timbisha,wild_game
tofte,wild_game
radom,clay
zhehai,stone
okaw,legumes
verkhnyaya_zolotitsa,fur
tump,livestock
jannat_shahr,wheat
wakpa_juk_ana,wild_game
yuksom,wild_game
enkoping,millet
behbahan,wool
hoilkut,fiber_crops
poti_caucasus,fish
tuba,lumber
mikhaylovka_pontic,wool
khargytyr,fur
ocmulgee,lumber
jagaraga,lumber
zain,silver
mangareva,fish
colhue_huapi,legumes
corodehuachi,iron
qiongzhou,wine
puck,wheat
klatovy,goods_gold
terracina,sand
pontefract,wool
mogadishu,ivory
shili,beeswax
huaining,clay
vithold_hammami,millet
mesabi,iron
makhabn,wild_game
athy,wheat
olomouc,wheat
fort_dauphin,beeswax
beket_ata,livestock
otuke,medicaments
ramnagar_bihar,elephants
salerno,medicaments
verkhotomsk,wild_game
pauzhetka,fish
labcah,legumes
fuwa_mino,rice
ilok,wine
gladsax,amber
meiningen,medicaments
karakastek,livestock
chartres,fruit
al_bayda,fruit
tonkawa,lumber
kaptai,fruit
tokrau,livestock
ilimpeya,fish
razvika,fur
ambuila,livestock
diourbel,sand
soncino,clay
itya_mahadu,fruit
kaniyang,millet
qaen,saffron
majar,livestock
pyeonggang,rice
baru,millet
igli,fruit
denali,wild_game
albi,lead
shanxian,livestock
ivashka,fish
bytow,lumber
quyon,fur
dinkelsbuhl,legumes
netook,wild_game
huian,sand
ya_ttaish,lumber
gadchiroli,lumber
bramas,beeswax
biswan,clay
shendi,livestock
obock,fish
selo_yartsevo,copper
khotoshino,wool
quzhou,wheat
kwararafa,legumes
agori,rice
bhilwara,livestock
tsiveri,rice
guazhou,livestock
tollan,gems
zherdevka,livestock
wolfenbuttel,livestock
malekan,wheat
unjegah,wild_game
mica_creek,medicaments
marwah,legumes
kokorou,rice
idre,lumber
al_sirrayn,fish
mazhan,fruit
phander,livestock
van_kiep,beeswax
kitete,lumber
kinojevis,fur
qikirtajuaq,fish
saba,salt
fomena,goods_gold
kalininskaya,wool
areia,copper
juegang,beeswax
namballe,tin
kayagar,lumber
sijilmasa,alum
saganaga,wild_game
hereford,lumber
cerkes,livestock
kuturga,lead
pathri,cotton
necoes,lumber
wairagarh,elephants
kitakamikawa,livestock
sartigan,wild_game
kurchum,iron
as_sib,clay
oyuuhardaax,wild_game
ushtagan,livestock
el_kantara,wool
swartberg,wild_game
glendalough,iron
umbagog,lumber
bershad,lumber
alwar,wild_game
majdal,wheat
chikaskia,lumber
comayagua,lumber
boror,lumber
mauritius,fish
miory,lumber
mazagao,lumber
ras_al_ain,clay
slatina,livestock
vorotynsk_novosil,clay
capoque,fish
lal_lo,fish
hanyang,fish
shahr_meyan,wool
lehui,rice
hogehege,lumber
utiangue,wild_game
tongguan_tongchuan,livestock
pochutla,clay
chuuk,fruit
pisek,copper
fayd,fruit
suksun,copper
grevena,alum
logrono,wine
ibaraki,rice
bila,lumber
chacchoben,fish
castres,wheat
nashua,fruit
wairarapa,lumber
riwoche,horses
merida,wheat
kabacan,rice
lata_georgia,lumber
oshawa,legumes
thubun,lumber
kowal,wool
mardin,wheat
montmedy,fur
cottbus,livestock
enugu,livestock
kannur,pepper
daroot_korgon,wool
jibat,lumber
rayong,lumber
baradha,livestock
ambikapur,iron
tessit,livestock
zapaluta,maize
kuhikugu,wild_game
barcelona,fish
dubrovnik,salt
pieninka,wild_game
salzburg,salt
papun,lumber
kitauonuma,silver
oposura,tin
qixian_tongchuan,rice
lindjarvi,medicaments
pivehzhan,fiber_crops
moadokado,wild_game
vangunu,fruit
abingdon,wool
valkaran,ivory
shaxian,lumber
vinnitsy,fur
maymana,wheat
ust_livny,wheat
abhar,fruit
mong_hpayak,lumber
ostrechiny,fiber_crops
davos,livestock
gaeju,livestock
mechetnaya,livestock
tamathli,maize
ostroh,wild_game
nanhui,fish
talimachusi,saltpeter
rokiskis,beeswax
prokuplje,wheat
madin_bani_sulaym,goods_gold
trier,wine
tongan,salt
agatsuma,wild_game
fermo,wheat
zelenokumsk,livestock
inyanga,goods_gold
minii_yohe,wild_game
ponte_sor,sand
caux,cotton
toponisw,maize
guarzo,coal
troitskoye_kuroedovo,wool
ofaie,beeswax
waanyi,livestock
xihutla,dyes
matoueska,lumber
farfan,salt
olenegorsk,fur
nechakot_en,lumber
pilak,goods_gold
kleisoura,cotton
gwadar,sand
xinan,fish
kanolu,fish
visby,wool
atocpan,livestock
salmas,rice
khornabuji,legumes
hacarigua,lumber
eramosa,tobacco
kukatj,legumes
synya,wild_game
burdur,livestock
tokoro,fish
suide,wheat
shemkhiya,sand
xungake,fur
bukcheong,iron
fengfu,wheat
guarico,fiber_crops
bidwell,fruit
kuloy,salt
ahuacatlan,maize
chehalis,fish
machekha,livestock
omoloy,fish
rayachoti,livestock
anadyr_river,wild_game
pachyohcan,fiber_crops
fergana,silver
sarvaslyk,beeswax
kathua,lumber
enenlhet,lumber
ventimiglia,olives
demidov,wool
liangxian,livestock
jixian,wheat
bikoro,wild_game
bades,dyes
klyuchi,wild_game
eroo,iron
mayaca,fish
sobolevo,wild_game
musikot,iron
kuhmo,lumber
saucunk,lumber
rostock,fiber_crops
harran,millet
sloten,salt
chipisipi,wild_game
azab,stone
ubeda,wheat
anumagallu,wild_game
palanpur,silk
deline,lumber
suratgarh,sand
huizhou,wild_game
patom,fur
kuogastakh,fish
buskegau,fur
deogarh,legumes
norosi,legumes
ruijin,fruit
dublin,wheat
luodian,fish
mauganj,sugar
mser,rice
podmuran,iron
lanzhou_lanzhou,clay
tegyulte,wild_game
deir_qamar,silk
initao,millet
miyaneh,cotton
moro_sindh,rice
iwafune,goods_gold
etawah,sugar
palopo,clay
maheshpur,cotton
santa_cruz_flores,fish
shenxian,legumes
tulazi,fish
bjelovar,clay
murzuk,fruit
gjakova,wine
zhuluo,wild_game
kanentaweron,tobacco
shapoquate,fiber_crops
wakhakukdhin,fur
matagalpa,maize
dolkabaya,wild_game
amisk_sakahikan,wild_game
assunpink,legumes
athens,marble
ajase,lumber
kastamonu,copper
aluksne,fur
yuquot,fish
hulu_telen,medicaments
brixen,fur
tindi,stone
jean_marie_river,wild_game
haliti,wild_game
vedbo,wild_game
gynaikokastro,wine
verzhavsk,millet
bath,lead
mengcheng,livestock
madrid,iron
upsukdaskooch,lumber
oneyotdehaga,lumber
odemira,iron
dunla,wheat
tuliemao,wild_game
nottingham,coal
castlebar,clay
skin_tyee,lumber
kariio,fish
bauru,lumber
calfuleufu,livestock
venetie,wild_game
pillahuinco,fish
shupaw_kulu,fish
chelmuzhi,clay
nazimovo,fish
branko,livestock
lungsho,wild_game
eseka,wild_game
maskotci,lumber
petrovskoye_pontic,livestock
liuyang,rice
xuahceesh_annappiio,wild_game
jyvaskyla,fur
bergerac,wine
pismachi,beeswax
gaiman,fruit
quemu_quemu,fiber_crops
chuva,wild_game
balkonda,iron
gan_gan,wild_game
salinas,salt
feihu,wool
osian,silver
mayi_kutuna,fiber_crops
asvieja,livestock
doloodyn_gobi,wool
lutselk_e,fish
eisleben,copper
kakoba,lumber
lesnaya,fish
apollonia,fish
mengxian,rice
masacuajulam,cotton
sirudal,medicaments
caxud,lumber
kamassekutinat,wild_game
nuku_hiva,fish
cayapo,wild_game
toau_atoll,fruit
torzhok,beeswax
lyubcha,livestock
zardab,cotton
konjikala,wheat
chet_irgiz,beeswax
kai_karoo,livestock
kalamata,olives
kameda,millet
lahad_datu,fruit
bardi,lumber
bremervorde,millet
malmo,fish
boguchar,wool
shuuchi,tea
zmeinogorsk,lumber
flensburg,livestock
hot_springs,lumber
chicaquicha,salt
oda_boru_ruva,livestock
corabia,beeswax
bula_kongo,wheat
perugia,livestock
amesbury,wool
thurso,fish
cerskey,wild_game
muarakaman,beeswax
logone_birni,cotton
mull,fish
kaga,fish
kohtali,livestock
upper_pinda,fish
kwaio,fish
moi,livestock
buali,lumber
bahariyya,iron
asaita,livestock
simmern,livestock
memel,sand
insuyu,dyes
akyazi,silk
saalfelden,millet
kharbalakh,lumber
dahlak,pearls
mingan,fish
caxanga,fish
skuppah,medicaments
pipli,dyes
tun,saffron
totma,salt
imbros,fish
nykoping,fish
parigi,fish
holic,lumber
qatruyeh,wool
tolmezzo,copper
dhahran,fruit
qinyuan,livestock
ulakhan_vava,lumber
temiscamingue,lumber
wishkahuunu,fiber_crops
ghent,wool
kharpunath,wool
mattagami,wild_game
tutelo,wild_game
ouagama,fur
tunica,maize
mowhemencho,fruit
tabukan,fish
kambeba,wild_game
pomata,maize
lens,wheat
buteha,wild_game
vilkaviskis,millet
nizwa,fruit
delijan,wheat
sihor,cotton
surame,rice
casco,lumber
gaoyou,wheat
martinafr,livestock
malbork,wheat
fayzabad,gems
lushi,medicaments
noguinet,wild_game
wangkatja,fish
manjung,tin
dol,livestock
marjina_horka,livestock
zhenning,wheat
koscian,millet
gniezno,millet
kuenga,fur
skelleftea,lumber
shidai,silk
kajana,fish
zongolica,lumber
alpu,legumes
ngarrindjeri,fish
serkar,livestock
paruhuya,wild_game
meteleu,lumber
bannoni,fruit
tounouga,fiber_crops
al_farah_ula,legumes
kunjen,copper
kartauzh,lumber
lakhsar,livestock
paxtang,iron
cuchi,wild_game
cadereyta,goods_gold
marataiama,legumes
dumbarton,wool
velyka_novosilka,millet
yingde,tea
teweh,lumber
zhytomyr,livestock
wawaskesiw_sipiy,wild_game
qwaqwa,saltpeter
haugalandet,fish
bilma,salt
oqumkikiak,fish
longxi_gongchang,medicaments
nagold,wild_game
karunga,lumber
arguin,fish
borgarnes,stone
chiryapchi,fur
tuvicha_mini,fish
himba,livestock
andong,livestock
pitigliano,horses
north_wembere,goods_gold
umngazi,fruit
khukagamma,beeswax
tunxi,silk
porjus,wild_game
chelva,beeswax
rzeszow,millet
qinjiang,sugar
achachiwa,silver
oriel,millet
wunsiedel,marble
cozha,wild_game
quy_chau,lumber
elbistan,livestock
ena,lumber
good_hope,wild_game
ikorundu,pearls
orivesi,lumber
boas,chili
sepeh,sand
dve_viski,wild_game
ootsu,copper
alstahaug,fish
mayi_yapi,clay
chitimbe,lumber
znin,wheat
paranoa,copper
sorsele,wild_game
chatanugi,sand
kingany,fish
arlon,iron
tochtepec,cocoa
nochistlan,wild_game
shorkot,cotton
barara,wheat
cuanales,iron
sara_sara,copper
thembu,beeswax
soltobe,livestock
almaty,wheat
beilngries,wool
broach,cotton
roman,legumes
kaifeng,saltpeter
el_obeid,horses
okarito,gems
machala,maize
goreng,fish
kafimbi,lumber
naffis,copper
doolboong,livestock
deh_kundi,copper
jagatipur,wool
matumbo,wild_game
kaprun,wild_game
bursa,silk
anundsjo,lumber
nadzcaan,lumber
songyang,iron
muang_nakhon,lumber
lishan_pingle,livestock
savery,wild_game
saeki,livestock
chengcheng,livestock
pengshan,wheat
leksand,lumber
gapsan,rice
charaideo,lumber
yijin,wheat
siatista,beeswax
sao_fidelis,medicaments
tumeremo,goods_gold
ekonda,lumber
faramana,fiber_crops
segeberg,horses
yongfeng_xiangxiang,livestock
una_una,fish
yinxian,livestock
mantova,wheat
zvenihorod_siverskyi,wheat
adyukh,stone
muhwaosipi,fruit
guaiana,gems
aracena,lumber
tikenliq,sand
svoge,fur
qichun,rice
okavango,livestock
downpatrick,fish
foum_zguid,horses
yawdanshi,wild_game
tingvalla,wild_game
takspaslama,lumber
ccantumarcani,silver
yapavu,rice
tok,fur
baja_hungary,fiber_crops
balasagun,wild_game
yingcheng,rice
shuangyashan,legumes
khobootsar,wild_game
meybod,wild_game
granada,clay
assisi,fruit
pamlico,fish
lhodrak,livestock
gouritsmond,sand
kut_ling,lumber
giwitatigweiasibi,maize
javad,livestock
bozhou,lumber
techiman,legumes
heyang_xian,rice
peam,lumber
qingjiang_liping,lumber
metz,millet
kahari,lumber
gaoyuan,millet
fuman,wheat
sikasingo,fiber_crops
kumawu,stone
tanalelti,stone
papyeong,legumes
kume,legumes
buluranriding,fish
fengjie,fruit
huicheon,stone
telmen,wool
ghat,livestock
tagula,fish
zhaoxin,wheat
jaboticabal,lumber
bungabali,cloves
suluntah,wool
ed_damer,millet
gochacalla,chili
karakecili,iron
imaapik,wild_game
ramsele,wild_game
szadek,millet
mesyagutovo,wild_game
kaizhou,wild_game
siri_do,tin
dadri,tin
velizh,millet
te_tairawhiti,fruit
midyat,lumber
leiden,fish
onenioteke,wild_game
bienne,wild_game
immenstadt,wild_game
pelisipi,fruit
kuchugur,millet
dzhulat,lumber
musan,iron
oyem,lumber
ures,maize
tus,cotton
rohatyn,lumber
el_golea,fruit
capatarida,fish
