location_tag,climate,topography,vegetation,soil_type,fertility,river_level,is_coastal,is_adjacent_to_lake,province,super_region,calibrated_lon,calibrated_lat
belozerye,subarctic,flatland,coniferous_forest,loam,moderate,1,False,False,orlov_province,europe,48.18432789273615,59.0039049658543
belur,savanna,hills,jungle,clay,very_high,0,False,False,mysore_plateau,asia,75.73054470280158,13.238627634539869
bely,continental,flatland,coniferous_forest,loam,high,0,False,False,bely_province,europe,32.97425461743819,55.77270654427458
belya,subarctic,flatland,mixed_forest,loam,very_low,1,False,False,baykit_province,asia,97.00519321587319,59.474515533674165
belye_kresty,subarctic,flatland,coniferous_forest,stony,low,0,False,False,belozerskaya_province,europe,34.698693282303026,58.96586605961184
belyov,continental,flatland,forest,silt,high,1,False,False,odoyev_province,europe,36.22490423135463,53.71463555743079
belz,continental,flatland,marsh,loam,very_high,0,False,False,belz_province,europe,23.788230831613276,50.43735374662215
belzig,continental,valleys,farmland,sand,very_high,0,False,False,flaming_province,europe,12.617856248629153,52.14435739864024
bemanevika,tropical,hills,jungle,clay,moderate,5,True,False,north_betsimisaraka_province,africa,49.94718273927924,-14.177120378071093
bembe_buyu,tropical_monsoon,hills,jungle,loam,low,1,False,True,kivu_province,africa,28.489412408458293,-3.197853056595947
bembe_kongo,savanna,plateau,savanna,clay,very_high,5,False,False,mbanza_kongo_province,africa,14.371567731973641,-7.02122097781355
bemetara,savanna,floodplains,marsh,loam,high,2,False,False,raipur_garjats,asia,81.35614851909196,21.641425942394296
bemidji,continental,flatland,swamp,loam,high,0,False,True,minnetonka_province,america,-94.61785573910672,47.38032604696709
benabarre,oceanic,mountains,mixed_forest,stony,low,0,False,False,barbastro_province,europe,0.5346053456931372,42.25617171032382
benauges,oceanic,flatland,farmland,loam,very_high,5,True,False,bordelais_province,europe,-0.32057123752309735,44.85485532655503
benavente,mediterranean,plateau,thicket,stony,moderate,5,False,False,benavente_province,europe,-5.847876954890182,42.06419341878148
bendi,savanna,flatland,jungle,clay,very_high,5,False,False,lukenie_province,africa,20.396663252943,-4.322476614876708
benesov,continental,hills,swamp,stony,low,1,False,False,prague_province,europe,14.584102579029093,49.74664710950923
benevento,mediterranean,hills,farmland,loam,low,0,False,False,principato_ultra_province,europe,14.80181678259379,41.257092036152955
benewah,dry_summer_continental,hills,coniferous_forest,stony,low,1,False,False,kalispel_province,america,-116.43988449824167,47.10799037867774
benfeld,oceanic,flatland,grasslands,loam,high,3,False,False,lower_alsace_province,europe,7.472754540175089,48.385901957488635
beng_mealea,savanna,floodplains,swamp,loam,high,1,False,True,indrapura_khmer_province,asia,104.27903708593664,13.317119498523759
bengalon,tropical,flatland,jungle,loam,low,1,True,False,karangan_province,asia,117.37467246521521,0.8655353913003065
benghazi,hot_steppe,flatland,grasslands,loam,very_low,0,True,False,barca_province,africa,20.430951246776544,32.083876368389696
bengkalis,tropical,wetlands,swamp,peat,low,0,True,False,riau_siak_province,asia,102.57218201798253,1.1064958156401052
bengkulu,tropical,flatland,jungle,loam,moderate,0,True,False,bengkulu_province,asia,102.44398284797637,-3.8065689685720505
bengmara,subtropical_monsoon,floodplains,swamp,loam,moderate,5,False,False,chutia_province,asia,95.52515513943922,27.577018501645988
bengoala,highland_monsoon,mountains,jungle,loam,moderate,1,False,False,tsimihety_province,africa,49.36438789032468,-14.562545052470352
bengy,hot_steppe,flatland,savanna,sand,high,2,True,False,menabe_province,africa,44.16828069981415,-21.37120028908117
beni_sabih,arid,flatland,desert,loam,very_low,1,False,False,guzzula_province,africa,-5.881236700889048,29.94660638632302
beni_suef,arid,floodplains,marsh,stony,very_low,4,False,False,bahnasa_province,africa,31.13056341526388,29.34162169266801
benin,savanna,flatland,jungle,loam,moderate,2,False,False,south_benin_province,africa,5.874688279995837,6.252587535272974
bensheim,oceanic,floodplains,swamp,stony,moderate,3,False,False,odenwald_province,europe,8.699586738717016,49.6983162570141
bent,arid,hills,desert,sand,very_low,0,False,False,tiz_province,asia,59.579495308769935,26.31547923692692
bentheim,oceanic,floodplains,grasslands,loam,high,0,False,False,emsland_province,europe,7.0469564542205205,52.5009422056071
beohari,subtropical_monsoon,valleys,dry_forest,clay,very_high,2,False,False,baghelkhand,asia,81.38805470812542,23.82857497044822
beqa_lagoon,tropical,atoll,forest,loam,low,0,True,False,viti_levu_province,oceania,177.9092813646531,-18.41886627120843
bera,tropical,flatland,swamp,loam,moderate,5,False,False,pahang_province,asia,102.2556412944275,3.27031143098699
berat,mediterranean,hills,savanna,stony,very_high,1,False,False,albania_province,europe,20.147221029324925,40.698537987091754
berato,tropical_monsoon,flatland,jungle,loam,low,3,True,False,moyen_ogoowe_province,africa,9.762022646535456,1.2545408047314466
berbak,tropical,wetlands,swamp,peat,low,0,True,False,lower_jambi_province,asia,104.277985061746,-1.7014516402997477
berbela,savanna,plateau,dry_forest,sand,high,3,False,False,marimba_province,africa,16.70177856023787,-7.1026746491028145
berber,arid,floodplains,desert,stony,very_low,4,False,False,makuria_province,africa,34.196570595723585,18.37583558026875
berbera,arid,flatland,scrubland,loam,very_low,0,True,False,guban_province,africa,44.72809910829159,10.144084890962118
berbice,tropical_monsoon,flatland,jungle,clay,low,2,True,False,essequibo_province,america,-57.53802108554177,5.73759130558195
berceto,oceanic,mountains,marsh,loam,high,0,False,False,parma_province,europe,10.110103713546977,44.59945978519948
berchtesgaden,continental,mountains,coniferous_forest,stony,moderate,1,False,False,salzburger_land_province,europe,12.950467982138207,47.70508658362115
berdiansk,continental,flatland,grasslands,loam,moderate,0,True,False,berda_province,europe,36.58173022887797,46.97502421081778
berdigestyakh,subarctic,flatland,coniferous_forest,loam,very_low,0,False,False,siniaia_province,asia,126.5578361851367,61.84429231466662
berdsk,subarctic,flatland,mixed_forest,silt,moderate,3,False,False,suzun_province,asia,83.97671199633675,54.68080558344385
berdychiv,continental,flatland,savanna,silt,very_high,0,False,False,zhytomyr_province,europe,28.75101849937741,49.90227071876609
berdyuzhye,continental,flatland,savanna,loam,moderate,0,False,False,chastoozerye_province,asia,68.74128830798617,56.061611065077514
beregovo,continental,floodplains,marsh,stony,high,0,False,False,zemplen_province,europe,22.858759100359123,48.36795189619222
berelekh,subarctic,flatland,mixed_forest,silt,very_low,1,False,False,uyaancii_province,asia,141.66558773360316,69.22201635839858
bereschany,continental,hills,coniferous_forest,silt,high,0,False,False,lviv_province,europe,25.022274077274545,49.62532184080608
berestyn,continental,flatland,grasslands,loam,moderate,0,False,False,karlivka_province,europe,35.693458112370195,49.29627487362626
berezhnovka,continental,floodplains,grasslands,loam,low,5,False,False,pologoye_zaymishche_province,europe,46.023230123079514,50.08582606067665
berezhnyany,continental,flatland,coniferous_forest,loam,high,1,False,False,smolensk_province,europe,32.21099665721553,54.95972602031446
bereznehuvate,continental,flatland,grasslands,loam,moderate,0,False,False,oleshia_province,europe,32.974636925506786,47.568918436224756
bereznik,subarctic,wetlands,coniferous_forest,silt,moderate,2,False,False,shenkursk_province,europe,42.313678841196605,62.53788673191801
berezovets,continental,flatland,coniferous_forest,loam,moderate,0,False,True,derevskaya_province,europe,32.71326451182685,57.19106725560091
berezovka,subarctic,flatland,mixed_forest,silt,very_low,0,False,True,south_kolyma_province,asia,155.38369621608268,66.87851771753611
berg,subarctic,plateau,coniferous_forest,stony,low,1,False,True,jamtland_province,europe,14.916576078994666,62.489095586832306
berga,oceanic,hills,mixed_forest,loam,low,0,False,False,osona_province,europe,1.9511805797069997,42.1428687623403
bergama,mediterranean,flatland,thicket,stony,high,0,True,False,karasi_province,asia,27.20948923567309,39.14461409351808
bergamo,oceanic,flatland,marsh,loam,high,0,False,False,bergamo_province,europe,9.645118576247114,45.75200196739066
bergen,oceanic,hills,coniferous_forest,sand,very_low,0,True,False,bergenhus_province,europe,5.3693022878522925,60.238843883404805
bergen_zoom,oceanic,wetlands,marsh,loam,moderate,0,True,False,antwerp_province,europe,4.413977685731766,51.58166852355621
bergerac,oceanic,rolling,farmland,loam,very_high,2,False,False,perigord_province,europe,0.40493420280267856,44.90112937020143
bergheim,oceanic,valleys,farmland,loam,very_high,0,False,False,koln_bucht_province,europe,6.730304757740043,50.86933880348986
berlanga,mediterranean,plateau,forest,stony,moderate,0,False,False,soria_province,europe,-2.7379282811657504,41.552294313638235
berleburg,continental,hills,grasslands,stony,low,0,False,False,sauerland_province,europe,8.424085820009452,51.05352208983009
berlin,continental,flatland,swamp,sand,moderate,0,False,False,mittelmark_province,europe,13.655487259796473,52.55770350385512
bermuda,subtropical,flatland,mixed_forest,sand,very_low,0,True,False,bermuda_province,atlantic_ocean_continent,-64.70434065269745,32.33200502689353
bern,continental,hills,woods,loam,high,1,False,False,bern_province,europe,7.475524100578383,46.91368030491288
bernay,oceanic,valleys,grasslands,loam,high,0,False,False,ebroicien_province,europe,0.4503062890599665,49.03952526698144
bernburg,oceanic,floodplains,farmland,loam,very_high,1,False,False,magdeburger_borde_province,europe,11.848073174242643,51.79105900125875
bernovo,continental,flatland,coniferous_forest,loam,moderate,0,False,False,torzhok_province,europe,34.77186859128011,56.785783697095866
beroun,continental,hills,swamp,stony,moderate,5,False,False,prague_province,europe,14.116186429702168,49.86397763451239
berriane,arid,flatland,desert,sand,very_low,0,False,False,mzab_province,africa,3.6094042397446344,33.10611249581173
bersenbruck,oceanic,floodplains,grasslands,sand,moderate,0,False,False,emsland_province,europe,7.881682793049549,52.5683280979213
bershad,continental,valleys,coniferous_forest,silt,very_high,1,False,False,bratslav_province,europe,29.292970167046235,48.47110949950295
bershty,continental,flatland,swamp,loam,high,2,False,False,grodno_province,europe,24.226098468283368,53.81154428487953
bertoua,savanna,rolling,savanna,clay,very_high,5,False,False,sanaga_province,africa,13.798461288504654,5.117749328477629
beruas,tropical,hills,swamp,loam,moderate,2,True,False,perak_province,asia,100.72903575685103,4.87438800563151
berune,tropical,flatland,swamp,loam,moderate,2,True,False,lower_brunei_province,asia,115.14301062053028,4.760736271057087
berwick,oceanic,flatland,grasslands,loam,low,0,True,False,teviotdale_province,europe,-2.032990638789016,55.59400648951754
beryozovka,subarctic,flatland,coniferous_forest,loam,moderate,2,False,False,beryozovka_province,europe,57.15771972644859,57.72252891711771
beryozovo,subarctic,wetlands,marsh,loam,very_low,5,False,True,kunovat_province,asia,65.74798338786326,63.827755745722236
beryozovskoye,continental,flatland,coniferous_forest,stony,very_low,0,True,False,vyborg_province,europe,29.142263349383455,60.163682448920426
besalampy,savanna,flatland,savanna,loam,very_high,2,True,False,ambongo_province,africa,44.893277183493296,-17.118321547930535
besalu,oceanic,hills,mixed_forest,loam,very_high,0,False,False,girona_province,europe,2.736041498462356,42.2854526893057
besancon,oceanic,hills,grasslands,loam,very_high,1,False,False,millieu_province,europe,5.9780152306407786,47.21094266807436
beshbalik,cold_steppe,plateau,scrubland,loam,low,0,False,False,beshbalik_province,asia,88.82668321870057,44.1250909310453
besima,arid,mountains,desert,sand,very_low,0,False,False,kharan_province,asia,65.46992596432034,28.077092229378717
besni,dry_summer_continental,hills,grasslands,stony,low,0,False,False,malatya_province,asia,37.60147501480375,37.81317488652034
besteiros,mediterranean,flatland,savanna,loam,low,0,False,False,beira_alta_province,europe,-8.093681643887521,40.58576432334725
bestyakh,subarctic,wetlands,coniferous_forest,loam,very_low,1,False,False,ecigeen_province,asia,124.22571328099059,64.81351807541765
betanzos,mediterranean,flatland,savanna,loam,very_low,0,True,False,coruna_province,europe,-8.075485092689405,43.283683492989894
beteta,mediterranean,hills,savanna,loam,low,0,False,False,cuenca_province,europe,-2.1646319391693396,40.60669725284737
bethune,oceanic,floodplains,grasslands,loam,very_high,0,False,False,upper_artois_province,europe,2.5235603395065027,50.611663642960636
betroka,subtropical_monsoon,hills,savanna,loam,very_high,5,False,False,ibara_province,africa,45.86295261614521,-23.44586956870628
betsiamites,subarctic,hills,coniferous_forest,stony,very_low,2,False,False,betsiamites_province,america,-69.47525919864788,49.36659176823537
bettiah,subtropical_monsoon,floodplains,marsh,loam,very_high,3,False,False,bettiah_province,asia,84.57913788174437,26.725764956943067
beya,continental_monsoon,flatland,mixed_forest,loam,moderate,5,False,False,minusinsk_province,asia,90.9849884642855,53.073351625521326
beyarjomand,cold_arid,plateau,scrubland,sand,very_low,1,False,False,sabzevar_province,asia,56.08573458950141,36.10644816701742
beyla,savanna,hills,jungle,loam,high,1,False,False,kpelle_province,africa,-8.63827634678671,8.431782700008704
beylagan,cold_steppe,flatland,scrubland,loam,low,5,False,True,arran_province,europe,47.91115791440305,39.89282929735037
beypazari,dry_summer_continental,plateau,forest,stony,low,0,False,False,sivrihisar_province,asia,32.09328401461153,40.16279314681935
beysehir,dry_summer_continental,plateau,marsh,stony,low,0,False,True,beysehir_province,asia,31.739925550207886,37.67334549294954
beyza,cold_steppe,floodplains,marsh,sand,low,1,False,False,istakhr_province,asia,52.36312960201491,30.118124109458442
bezhanitsy,continental,wetlands,swamp,loam,moderate,0,False,False,rzhevskaya_province,europe,30.43809772356059,57.028970926870464
beziers,mediterranean,hills,grasslands,loam,moderate,1,True,False,narbonnais_province,europe,3.231059097663035,43.596646179714504
bezopasnoye,continental,flatland,grasslands,loam,moderate,0,False,False,privolnoye_province,europe,42.029536507557225,45.51985046150326
bhadohi,subtropical_monsoon,floodplains,marsh,loam,high,4,False,False,manikpur_province,asia,82.12505826598431,25.44335653222992
bhadrachalam,savanna,valleys,savanna,clay,moderate,4,False,False,chanda_province,asia,80.13668075576777,18.818681206853295
bhadrak,savanna,deltas,dry_forest,sand,high,5,True,False,rajabandi,asia,86.61874801797592,20.957078301395672
bhagalpur,subtropical_monsoon,floodplains,marsh,loam,very_high,5,False,False,bhagalpur_province,asia,86.9202290586046,25.055909969205796
